18113	0.10	0	0	0
18164	0.10	0	0	0
18215	0.10	0	0	0
18267	0.10	0	0	0
18318	0.10	0	0	0
18369	0.10	0	0	0
18420	0.10	0	0	0
18471	0.10	0	0	0
18523	0.10	0	0	0
18574	0.10	0	0	0
18625	0.10	0	0	0
18676	0.10	0	0	0
18727	0.10	0	0	0
18779	0.10	0	0	0
18830	0.10	0	0	0
18881	0.10	0	0	0
18932	0.10	0	0	0
18983	0.10	0	0	0
19035	0.10	0	0	0
19086	0.10	0	0	0
19137	0.10	0	0	0
19188	0.10	0	0	0
19239	0.10	0	0	0
19291	0.10	0	0	0
19342	0.10	0	0	0
19393	0.10	0	0	0
19444	0.10	0	0	0
19495	0.10	0	0	0
19547	0.10	0	0	0
19597	0.10	0	0	0
19648	0.10	0	0	0
19699	0.10	0	0	0
19750	0.10	0	0	0
19802	0.10	0	0	0
19853	0.10	0	0	0
19904	0.10	0	0	0
19955	0.10	0	0	0
20006	0.10	0	0	0
20058	0.10	0	0	0
20109	0.10	0	0	0
20160	0.10	0	0	0
20211	0.10	0	0	0
20262	0.10	0	0	0
20314	0.10	0	0	0
20365	0.10	0	0	0
20416	0.10	0	0	0
20467	0.10	0	0	0
20518	0.10	0	0	0
20570	0.10	0	0	0
20621	0.10	0	0	0
20672	0.10	0	0	0
20723	0.10	0	0	0
20774	0.10	0	0	0
20826	0.10	0	0	0
20877	0.10	0	0	0
20928	0.10	0	0	0
20979	0.10	0	0	0
21030	0.10	0	0	0
21082	0.10	0	0	0
21133	0.10	0	0	0
21184	0.10	0	0	0
21235	0.10	0	0	0
21286	0.10	0	0	0
21338	0.10	0	0	0
21389	0.10	0	0	0
21440	0.10	0	0	0
21490	0.10	0	0	0
21541	0.10	0	0	0
21593	0.10	0	0	0
21644	0.10	0	0	0
21695	0.10	0	0	0
21746	0.10	0	0	0
21797	0.10	0	0	0
21849	0.10	0	0	0
21900	0.10	0	0	0
21951	0.10	0	0	0
22002	0.10	0	0	0
22053	0.10	0	0	0
22105	0.10	0	0	0
22156	0.10	0	0	0
22207	0.10	0	0	0
22258	0.10	0	0	0
22309	0.10	0	0	0
22361	0.10	0	0	0
22412	0.10	0	0	0
22463	0.10	0	0	0
22514	0.10	0	0	0
22565	0.10	0	0	0
22617	0.10	0	0	0
22668	0.10	0	0	0
22719	0.10	0	0	0
22770	0.10	0	0	0
22821	0.10	0	0	0
22873	0.10	0	0	0
22924	0.10	0	0	0
22975	0.10	0	0	0
23026	0.10	0	0	0
23077	0.10	0	0	0
23129	0.10	0	0	0
23180	0.10	0	0	0
23231	0.10	0	0	0
23282	0.10	0	0	0
23333	0.10	0	0	0
23385	0.10	0	0	0
23436	0.10	0	0	0
23486	0.10	0	0	0
23537	0.10	0	0	0
23588	0.10	0	0	0
23640	0.10	0	0	0
23691	0.11	0	0	0
23742	0.10	0	0	0
23793	0.10	0	0	0
23844	0.10	0	0	0
23896	0.10	0	0	0
23947	0.10	0	0	0
23998	0.10	0	0	0
24049	0.10	0	0	0
24100	0.10	0	0	0
24152	0.10	0	0	0
24203	0.10	0	0	0
24254	0.10	0	0	0
24305	0.10	0	0	0
24356	0.10	0	0	0
24408	0.10	0	0	0
24459	0.10	0	0	0
24510	0.10	0	0	0
24561	0.10	0	0	0
24612	0.10	0	0	0
24664	0.10	0	0	0
24715	0.10	0	0	0
24766	0.10	0	0	0
24817	0.10	0	0	0
24868	0.10	0	0	0
24920	0.10	0	0	0
24971	0.10	0	0	0
25022	0.10	0	0	0
25073	0.10	0	0	0
25124	0.10	0	0	0
25176	0.10	0	0	0
25227	0.10	0	0	0
25278	0.10	0	0	0
25329	0.10	0	0	0
25380	0.10	0	0	0
25432	0.10	0	0	0
25483	0.10	0	0	0
25534	0.10	0	0	0
25585	0.10	0	0	0
25636	0.10	0	0	0
25688	0.10	0	0	0
25739	0.10	0	0	0
25789	0.10	0	0	0
25840	0.10	0	0	0
25891	0.10	0	0	0
25943	0.10	0	0	0
25994	0.10	0	0	0
26045	0.10	0	0	0
26096	0.10	0	0	0
26147	0.10	0	0	0
26199	0.10	0	0	0
26250	0.10	0	0	0
26301	0.10	0	0	0
26352	0.10	0	0	0
26403	0.10	0	0	0
26455	0.10	0	0	0
26506	0.10	0	0	0
26557	0.10	0	0	0
26608	0.10	0	0	0
26659	0.10	0	0	0
26711	0.10	0	0	0
26762	0.10	0	0	0
26813	0.10	0	0	0
26864	0.10	0	0	0
26915	0.10	0	0	0
26967	0.10	0	0	0
27018	0.10	0	0	0
27069	0.10	0	0	0
27120	0.10	0	0	0
27171	0.10	0	0	0
27223	0.10	0	0	0
27274	0.10	0	0	0
27325	0.10	0	0	0
27376	0.10	0	0	0
27427	0.10	0	0	0
27479	0.10	0	0	0
27530	0.10	0	0	0
27581	0.10	0	0	0
27632	0.10	0	0	0
27683	0.10	0	0	0
27735	0.10	0	0	0
27786	0.10	0	0	0
27837	0.10	0	0	0
27888	0.10	0	0	0
27939	0.10	0	0	0
27990	0.10	0	0	0
28041	0.10	0	0	0
28092	0.10	0	0	0
28143	0.10	0	0	0
28194	0.10	0	0	0
28246	0.10	0	0	0
28297	0.10	0	0	0
28348	0.10	0	0	0
28399	0.10	0	0	0
28450	0.10	0	0	0
28502	0.10	0	0	0
28553	0.10	0	0	0
28604	0.10	0	0	0
28655	0.10	0	0	0
28706	0.10	0	0	0
28758	0.10	0	0	0
28809	0.10	0	0	0
28860	0.10	0	0	0
28911	0.10	0	0	0
28962	0.10	0	0	0
29014	0.10	0	0	0
29065	0.10	0	0	0
29116	0.10	0	0	0
29167	0.10	0	0	0
29218	0.10	0	0	0
29270	0.10	0	0	0
29321	0.10	0	0	0
29372	0.10	0	0	0
29423	0.10	0	0	0
29474	0.10	0	0	0
29526	0.10	0	0	0
29577	0.10	0	0	0
29628	0.10	0	0	0
29679	0.10	0	0	0
29730	0.10	0	0	0
29782	0.10	0	0	0
29833	0.10	0	0	0
29884	0.10	0	0	0
29935	0.10	0	0	0
29986	0.10	0	0	0
30038	0.10	0	0	0
30089	0.10	0	0	0
30140	0.10	0	0	0
30191	0.10	0	0	0
30241	0.10	0	0	0
30292	0.10	0	0	0
30344	0.10	0	0	0
30395	0.10	0	0	0
30446	0.10	0	0	0
30497	0.10	0	0	0
30548	0.10	0	0	0
30600	0.10	0	0	0
30651	0.10	0	0	0
30702	0.10	0	0	0
30753	0.10	0	0	0
30804	0.10	0	0	0
30856	0.10	0	0	0
30907	0.10	0	0	0
30958	0.10	0	0	0
31009	0.10	0	0	0
31060	0.10	0	0	0
31112	0.10	0	0	0
31163	0.10	0	0	0
31214	0.10	0	0	0
31265	0.10	0	0	0
31316	0.10	0	0	0
31368	0.10	0	0	0
31419	0.10	0	0	0
31470	0.10	0	0	0
31521	0.10	0	0	0
31572	0.10	0	0	0
31624	0.10	0	0	0
31675	0.10	0	0	0
31726	0.10	0	0	0
31777	0.10	0	0	0
31828	0.10	0	0	0
31880	0.10	0	0	0
31931	0.10	0	0	0
31982	0.10	0	0	0
32033	0.10	0	0	0
32084	0.10	0	0	0
32136	0.10	0	0	0
32187	0.10	0	0	0
32238	0.10	0	0	0
32289	0.10	0	0	0
32340	0.10	0	0	0
32392	0.10	0	0	0
32442	0.10	0	0	0
32493	0.10	0	0	0
32544	0.10	0	0	0
32595	0.10	0	0	0
32647	0.10	0	0	0
32698	0.10	0	0	0
32749	0.10	0	0	0
32800	0.10	0	0	0
32851	0.10	0	0	0
32903	0.10	0	0	0
32954	0.10	0	0	0
33005	0.10	0	0	0
33056	0.10	0	0	0
33107	0.10	0	0	0
33159	0.10	0	0	0
33210	0.10	0	0	0
33261	0.10	0	0	0
33312	0.10	0	0	0
33363	0.10	0	0	0
33415	0.10	0	0	0
33466	0.10	0	0	0
33517	0.10	0	0	0
33568	0.10	0	0	0
33619	0.10	0	0	0
33671	0.10	0	0	0
33722	0.10	0	0	0
33773	0.10	0	0	0
33824	0.10	0	0	0
33875	0.10	0	0	0
33927	0.10	0	0	0
33978	0.10	0	0	0
34029	0.10	0	0	0
34080	0.10	0	0	0
34131	0.10	0	0	0
34183	0.10	0	0	0
34234	0.10	0	0	0
34285	0.10	0	0	0
34336	0.10	0	0	0
34387	0.10	0	0	0
34439	0.10	0	0	0
34490	0.10	0	0	0
34541	0.10	0	0	0
34592	0.10	0	0	0
34643	0.10	0	0	0
34694	0.10	0	0	0
34745	0.10	0	0	0
34796	0.10	0	0	0
34847	0.10	0	0	0
34898	0.10	0	0	0
34950	0.10	0	0	0
35001	0.10	0	0	0
35052	0.10	0	0	0
35103	0.10	0	0	0
35154	0.10	0	0	0
35206	0.10	0	0	0
35257	0.10	0	0	0
35308	0.10	0	0	0
35359	0.10	0	0	0
35410	0.10	0	0	0
35462	0.10	0	0	0
35513	0.10	0	0	0
35564	0.10	0	0	0
35615	0.10	0	0	0
35666	0.10	0	0	0
35718	0.10	0	0	0
35769	0.10	0	0	0
35820	0.10	0	0	0
35871	0.10	0	0	0
35922	0.10	0	0	0
35974	0.10	0	0	0
36025	0.10	0	0	0
36076	0.10	0	0	0
36127	0.10	0	0	0
36178	0.10	0	0	0
36230	0.10	0	0	0
36281	0.10	0	0	0
36332	0.10	0	0	0
36383	0.09	0	0	0
36434	0.09	0	0	0
36486	0.08	0	0	0
36537	0.08	0	0	0
36588	0.08	0	0	0
36639	0.08	0	0	0
36690	0.08	0	0	0
36742	0.07	0	0	0
36793	0.08	0	0	0
36844	0.07	0	0	0
36894	0.07	0	0	0
36945	0.07	0	0	0
36997	0.07	0	0	0
37048	0.07	0	0	0
37099	0.08	0	0	0
37150	0.08	0	0	0
37201	0.07	0	0	0
37253	0.07	0	0	0
37304	0.07	0	0	0
37355	0.07	0	0	0
37406	0.07	0	0	0
37457	0.07	0	0	0
37509	0.07	0	0	0
37560	0.07	0	0	0
37611	0.07	0	0	0
37662	0.07	0	0	0
37713	0.07	0	0	0
37765	0.07	0	0	0
37816	0.07	0	0	0
37867	0.07	0	0	0
37918	0.07	0	0	0
37969	0.07	0	0	0
38021	0.07	0	0	0
38072	0.07	0	0	0
38123	0.07	0	0	0
38174	0.07	0	0	0
38225	0.07	0	0	0
38277	0.07	0	0	0
38328	0.07	0	0	0
38379	0.07	0	0	0
38430	0.07	0	0	0
38481	0.07	0	0	0
38533	0.07	0	0	0
38584	0.07	0	0	0
38635	0.07	0	0	0
38686	0.07	0	0	0
