42324	0.16	0	0	0
42376	0.16	0	0	0
42427	0.16	0	0	0
42478	0.16	0	0	0
42529	0.15	0	0	0
42580	0.15	0	0	0
42632	0.14	0	0	0
42683	0.14	0	0	0
42734	0.14	0	0	0
42785	0.14	0	0	0
42836	0.14	0	0	0
42888	0.14	0	0	0
42939	0.14	0	0	0
42990	0.14	0	0	0
43040	0.14	0	0	0
43091	0.14	0	0	0
43143	0.15	0	0	0
43194	0.14	0	0	0
43245	0.14	0	0	0
43296	0.15	0	0	0
43347	0.15	0	0	0
43399	0.14	0	0	0
43450	0.14	0	0	0
43501	0.14	0	0	0
43552	0.14	0	0	0
43603	0.14	0	0	0
43655	0.14	0	0	0
43706	0.14	0	0	0
43757	0.14	0	0	0
43808	0.14	0	0	0
43859	0.14	0	0	0
43911	0.14	0	0	0
43962	0.14	0	0	0
44013	0.14	0	0	0
44064	0.14	0	0	0
44115	0.14	0	0	0
44167	0.14	0	0	0
44218	0.14	0	0	0
44269	0.14	0	0	0
44320	0.14	0	0	0
44371	0.14	0	0	0
44423	0.13	0	0	0
44474	0.13	0	0	0
44525	0.13	0	0	0
44576	0.13	0	0	0
44627	0.13	0	0	0
44679	0.13	0	0	0
44730	0.13	0	0	0
44781	0.13	0	0	0
44832	0.13	0	0	0
44883	0.13	0	0	0
44935	0.13	0	0	0
44986	0.13	0	0	0
45037	0.13	0	0	0
45088	0.13	0	0	0
45139	0.13	0	0	0
45191	0.13	0	0	0
45242	0.13	0	0	0
45293	0.13	0	0	0
45344	0.13	0	0	0
45395	0.13	0	0	0
45447	0.13	0	0	0
45498	0.13	0	0	0
45549	0.13	0	0	0
45600	0.13	0	0	0
45651	0.13	0	0	0
45703	0.13	0	0	0
45754	0.13	0	0	0
45805	0.12	0	0	0
45856	0.12	0	0	0
45907	0.11	0	0	0
45959	0.11	0	0	0
46010	0.11	0	0	0
46061	0.11	0	0	0
46112	0.10	0	0	0
46163	0.10	0	0	0
46214	0.10	0	0	0
46265	0.10	0	0	0
46316	0.10	0	0	0
46367	0.10	0	0	0
46418	0.10	0	0	0
46470	0.10	0	0	0
46521	0.09	0	0	0
46572	0.09	0	0	0
46623	0.09	0	0	0
46674	0.09	0	0	0
46726	0.08	0	0	0
46777	0.08	0	0	0
46828	0.08	0	0	0
46879	0.08	0	0	0
46930	0.08	0	0	0
46982	0.08	0	0	0
47033	0.08	0	0	0
47084	0.08	0	0	0
47135	0.08	0	0	0
47186	0.08	0	0	0
47238	0.08	0	0	0
47289	0.08	0	0	0
47340	0.08	0	0	0
47391	0.08	0	0	0
47442	0.08	0	0	0
47494	0.08	0	0	0
47545	0.08	0	0	0
47596	0.08	0	0	0
47647	0.08	0	0	0
47698	0.08	0	0	0
47750	0.08	0	0	0
47801	0.08	0	0	0
47852	0.08	0	0	0
47903	0.08	0	0	0
47954	0.08	0	0	0
48006	0.08	0	0	0
48057	0.08	0	0	0
48108	0.08	0	0	0
48159	0.08	0	0	0
48210	0.08	0	0	0
48262	0.08	0	0	0
48313	0.09	0	0	0
48364	0.09	0	0	0
48415	0.09	0	0	0
48465	0.10	0	0	0
48517	0.10	0	0	0
48568	0.10	0	0	0
48619	0.10	0	0	0
48670	0.10	0	0	0
48721	0.10	0	0	0
48773	0.10	0	0	0
48824	0.10	0	0	0
48875	0.10	0	0	0
48926	0.10	0	0	0
48977	0.10	0	0	0
