264961	0.09	0
265012	0.08	0
265063	0.08	0
265114	0.07	0
265164	0.07	0
265216	0.07	0
265267	0.07	0
265318	0.06	0
265369	0.06	0
265419	0.05	0
265470	0.05	0
265522	0.05	0
265573	0.05	0
265624	0.05	0
265674	0.05	0
265725	0.05	0
265777	0.06	0
265828	0.07	0
265879	0.07	0
265930	0.07	0
265980	0.08	0
266032	0.08	0
266083	0.10	0
266134	0.10	0
266185	0.11	0
266235	0.11	0
266287	0.11	0
266338	0.11	0
266389	0.12	0
266440	0.12	0
266490	0.12	0
266542	0.13	0
266593	0.13	0
266644	0.13	0
266695	0.13	0
266745	0.13	0
266797	0.13	0
266848	0.13	0
266899	0.13	0
266950	0.13	0
267001	0.13	0
267052	0.14	0
267103	0.14	0
267154	0.14	0
267205	0.14	0
267256	0.14	0
267307	0.14	0
267358	0.14	0
267409	0.15	0
267460	0.15	0
267511	0.15	0
267561	0.15	0
267613	0.16	0
267664	0.15	0
267715	0.16	0
267766	0.16	0
267817	0.16	0
267868	0.16	0
267919	0.16	0
267970	0.16	0
268021	0.16	0
268072	0.17	0
268123	0.17	0
268174	0.17	0
268225	0.17	0
268276	0.17	0
268327	0.17	0
268378	0.17	0
268429	0.17	0
268480	0.17	0
268531	0.17	0
268582	0.17	0
268634	0.17	0
268684	0.17	0
268735	0.17	0
268786	0.17	0
268837	0.18	0
268889	0.18	0
268939	0.18	0
268990	0.18	0
269041	0.18	0
269092	0.17	0
269144	0.16	0
269194	0.16	0
269245	0.14	0
269296	0.14	0
269347	0.13	0
269399	0.13	0
269449	0.12	0
269500	0.11	0
269551	0.11	0
269602	0.10	0
269654	0.10	0
269705	0.08	0
269755	0.08	0
269806	0.07	0
269857	0.06	0
269908	0.05	0
269960	0.05	0
270010	0.04	0
270061	0.04	0
270112	0.04	0
270163	0.03	0
270215	0.03	0
270265	0.02	0
270316	0.02	0
270367	0.02	0
270418	0.02	0
270470	0.02	0
270520	0.02	0
270571	0.02	0
270622	0.02	0
270673	0.02	0
270725	0.02	0
270775	0.01	0
270826	0.01	0
270877	0.01	0
270928	0.01	0
270980	0.01	0
271030	0.01	0
271081	0.01	0
271132	0.01	0
271183	0.01	0
271235	0.01	0
271285	0.01	0
271336	0.00	0
271387	0.00	0
271438	0.00	0
271490	-0.01	0
271540	-0.01	0
271591	-0.01	0
271642	-0.01	0
271693	-0.02	0
271745	-0.02	0
271795	-0.02	0
271846	-0.03	0
271897	-0.04	0
271948	-0.05	0
272000	-0.05	0
272051	-0.06	0
272101	-0.07	0
272152	-0.07	0
272203	-0.07	0
272254	-0.08	0
272306	-0.08	0
272356	-0.08	0
272407	-0.08	0
272458	-0.09	0
272509	-0.10	0
272561	-0.10	0
272611	-0.10	0
272662	-0.10	0
272713	-0.10	0
272764	-0.10	0
272816	-0.10	0
272867	-0.11	0
272917	-0.10	0
272968	-0.10	0
273019	-0.08	0
273071	-0.08	0
273122	-0.07	0
273172	-0.06	0
273223	-0.05	0
273274	-0.05	0
273326	-0.04	0
273377	-0.04	0
273427	-0.04	0
273478	-0.04	0
273529	-0.03	0
273581	-0.02	0
273632	-0.02	0
273683	-0.02	0
273733	-0.01	0
273784	-0.01	0
273836	0.00	0
273887	0.01	0
273938	0.02	0
273988	0.03	0
274039	0.04	0
274091	0.05	0
274142	0.05	0
274193	0.07	0
274243	0.07	0
274294	0.08	0
274345	0.09	0
274397	0.10	0
274448	0.11	0
274498	0.11	0
274549	0.12	0
274600	0.13	0
274652	0.13	0
274703	0.14	0
274753	0.14	0
274804	0.15	0
274855	0.16	0
274907	0.16	0
274958	0.17	0
275009	0.17	0
275059	0.17	0
275110	0.18	0
275162	0.18	0
275213	0.19	0
275264	0.19	0
275314	0.19	0
275365	0.18	0
275417	0.18	0
275468	0.18	0
275519	0.19	0
275569	0.19	0
275620	0.19	0
275672	0.20	0
275723	0.19	0
275774	0.19	0
275824	0.19	0
275875	0.19	0
275927	0.19	0
275978	0.19	0
276029	0.19	0
276080	0.20	0
276130	0.20	0
276182	0.20	0
276233	0.20	0
276284	0.20	0
276335	0.20	0
276385	0.20	0
276436	0.20	0
276488	0.20	0
276539	0.20	0
276590	0.20	0
276640	0.20	0
276691	0.20	0
276743	0.19	0
276794	0.19	0
276845	0.18	0
276895	0.17	0
276946	0.16	0
276998	0.15	0
277049	0.14	0
277100	0.13	0
277150	0.11	0
277201	0.11	0
277253	0.10	0
277304	0.09	0
277355	0.08	0
277406	0.08	0
277456	0.08	0
277508	0.07	0
277559	0.07	0
277610	0.06	0
277661	0.05	0
277711	0.05	0
277763	0.05	0
277814	0.05	0
277865	0.05	0
277916	0.05	0
277966	0.06	0
278018	0.07	0
278069	0.08	0
278120	0.09	0
278171	0.10	0
278221	0.11	0
278273	0.11	0
278324	0.12	0
278375	0.13	0
278426	0.13	0
278476	0.14	0
278528	0.14	0
278579	0.14	0
278630	0.15	0
278681	0.15	0
278732	0.16	0
278782	0.16	0
278834	0.16	0
278885	0.16	0
278936	0.16	0
278987	0.17	0
279037	0.17	0
279089	0.17	0
279140	0.17	0
279191	0.17	0
279242	0.17	0
279292	0.18	0
279344	0.18	0
279395	0.18	0
279446	0.18	0
279497	0.18	0
279548	0.18	0
279599	0.18	0
279650	0.18	0
279701	0.18	0
279752	0.18	0
279803	0.17	0
279854	0.17	0
279905	0.16	0
279956	0.15	0
280007	0.14	0
280058	0.14	0
280109	0.13	0
280160	0.11	0
280211	0.11	0
280262	0.10	0
280313	0.09	0
280365	0.08	0
280415	0.08	0
280466	0.07	0
280517	0.07	0
280568	0.07	0
280620	0.06	0
280670	0.05	0
280721	0.05	0
280772	0.05	0
280823	0.05	0
280875	0.05	0
280925	0.05	0
280976	0.05	0
281027	0.05	0
281078	0.05	0
281129	0.05	0
281180	0.05	0
281231	0.06	0
281282	0.07	0
281333	0.07	0
281384	0.08	0
281435	0.08	0
281486	0.09	0
281537	0.09	0
281588	0.10	0
281639	0.10	0
281690	0.11	0
281741	0.11	0
281792	0.11	0
281843	0.11	0
281894	0.12	0
281945	0.12	0
281996	0.12	0
282047	0.12	0
282098	0.13	0
282149	0.13	0
282201	0.13	0
282251	0.13	0
282302	0.13	0
282353	0.13	0
282404	0.12	0
282456	0.12	0
282506	0.12	0
282557	0.12	0
282608	0.12	0
282659	0.11	0
282711	0.11	0
282761	0.12	0
282812	0.11	0
282863	0.11	0
282914	0.10	0
282966	0.10	0
283016	0.10	0
283067	0.10	0
283118	0.09	0
283169	0.09	0
283220	0.08	0
283272	0.08	0
283322	0.08	0
283373	0.08	0
283424	0.08	0
283475	0.08	0
283527	0.07	0
